id_student,total_clicks,avg_clicks_per_day,max_clicks_per_day,days_with_no_activity,variance_of_clicks,num_activity_types,most_frequent_activity_type,active_days,interaction_gap,first_interaction_date,last_interaction_date,project_trajectory_score,dynamic_interaction_index,final_result
31205,1,1.0,1,0,,1,homepage,1,0.0,170,170,1.3383084577114428,,Fail
31296,232,2.7951807228915664,17,0,9.16485454011167,7,subpage,16,3.8125,138,199,310.48756218905476,0.013048927053684222,Fail
31600,69,3.0,14,0,14.090909090909093,4,forumng,4,2.25,162,171,92.34328358208955,0.054402695183300605,Pass
31604,424,2.965034965034965,22,0,10.569191372008278,7,oucontent,26,2.3461538461538463,135,196,567.4427860696518,0.0076675218841049725,Pass
31663,985,3.6346863468634685,26,0,13.188273882738823,6,forumng,47,1.2340425531914894,122,180,1318.2338308457713,0.0036868693528832896,Pass
31849,122,3.128205128205128,9,0,5.851551956815115,6,forumng,13,3.769230769230769,137,186,163.273631840796,0.019827853531149606,Pass
32239,223,3.0547945205479454,18,0,13.246955859969555,6,forumng,17,3.235294117647059,134,189,298.44278606965173,0.01632124114721687,Pass
32885,104,1.8909090909090909,12,0,3.6915824915824915,7,oucontent,11,5.0,137,192,139.18407960199005,0.01847451089598895,Pass
32930,212,5.0476190476190474,31,0,60.68060394889663,5,oucontent,4,8.0,159,191,283.7213930348259,0.03674422454360414,Pass
33387,7,2.3333333333333335,3,0,0.33333333333333326,2,oucontent,1,0.0,131,131,9.3681592039801,0.08247860988423225,Withdrawn
33387,7,2.3333333333333335,3,0,0.33333333333333326,2,oucontent,1,0.0,131,131,9.3681592039801,0.08247860988423225,Fail
33666,28,3.111111111111111,7,0,5.361111111111111,2,forumng,3,5.333333333333333,124,140,37.4726368159204,0.08269311898482026,Withdrawn
33796,67,1.6341463414634145,9,0,1.7878048780487803,5,subpage,10,5.5,138,193,89.66666666666667,0.019956540429497942,Pass
33915,1042,4.736363636363636,46,0,64.724699045247,12,oucontent,35,1.6,123,179,1394.5174129353234,0.007720888859189818,Distinction
33930,192,3.6226415094339623,21,0,24.23947750362845,6,homepage,20,2.9,133,191,256.95522388059703,0.025642502017395718,Pass
34087,56,1.6470588235294117,7,0,1.6898395721925135,6,subpage,8,4.125,138,171,74.9452736318408,0.023213183848798575,Withdrawn
34087,56,1.6470588235294117,7,0,1.6898395721925135,6,subpage,8,4.125,138,171,74.9452736318408,0.023213183848798575,Fail
34229,79,2.0256410256410255,7,0,2.183535762483131,6,homepage,9,5.444444444444445,131,180,105.72636815920399,0.018704799761730756,Pass
34353,60,2.857142857142857,7,0,4.428571428571428,5,quiz,5,11.2,124,180,80.29850746268657,0.03507361872061008,Fail
34653,4,1.3333333333333333,2,0,0.3333333333333333,2,homepage,2,4.0,132,140,5.353233830845771,0.14433756729740643,Fail
34863,22,2.75,7,0,7.071428571428571,3,quiz,2,17.5,124,159,29.442786069651742,0.12087344460380706,Pass
35340,541,4.7043478260869565,41,0,33.2100686498856,7,ouwiki,20,2.5,121,171,724.0248756218906,0.010652158539686343,Pass
35355,942,5.037433155080214,66,0,75.42332240814217,8,oucontent,40,1.625,136,201,1260.6865671641792,0.009219384477756096,Withdrawn
35355,942,5.037433155080214,66,0,75.42332240814217,8,oucontent,40,1.625,136,201,1260.6865671641792,0.009219384477756096,Pass
35508,1114,4.864628820960698,66,0,51.38071707653414,9,oucontent,36,2.2222222222222223,121,201,1490.8756218905473,0.006434501251532293,Pass
35508,1114,4.864628820960698,66,0,51.38071707653414,9,oucontent,36,2.2222222222222223,121,201,1490.8756218905473,0.006434501251532293,Distinction
35544,288,3.235955056179775,23,0,18.1141470888662,7,oucontent,21,2.5714285714285716,123,177,385.43283582089555,0.014778027051561306,Pass
35860,70,4.375,22,0,35.31666666666667,4,oucontent,5,11.2,124,180,93.681592039801,0.08489689625184939,Pass
36347,149,3.1702127659574466,26,0,24.883441258094358,4,oucontent,14,3.7142857142857144,128,180,199.40796019900498,0.03347872824231764,Pass
37298,286,2.5309734513274336,19,0,8.001264222503162,8,oucontent,20,2.75,123,178,382.7562189054727,0.009890386716761894,Pass
37622,67,3.1904761904761907,16,0,12.761904761904763,7,homepage,6,10.666666666666666,137,201,89.66666666666667,0.05331911679747278,Pass
37652,135,4.354838709677419,32,0,51.36989247311828,4,homepage,11,5.363636363636363,142,201,180.67164179104478,0.05309095773070675,Distinction
38053,366,2.7938931297709924,14,0,5.011039342337054,6,forumng,27,2.037037037037037,143,198,489.82089552238807,0.006116216088731509,Pass
38234,31,6.2,19,0,56.7,4,quiz,2,2.0,162,166,41.48756218905473,0.24290129802602195,Fail
38711,5,2.5,4,0,4.5,2,homepage,1,0.0,173,173,6.691542288557215,0.42426406871192845,Withdrawn
39208,568,3.8378378378378377,33,0,32.31366059937489,9,oucontent,44,1.3409090909090908,133,192,760.1592039800995,0.010007941172075107,Pass
39208,568,3.8378378378378377,33,0,32.31366059937489,9,oucontent,44,1.3409090909090908,133,192,760.1592039800995,0.010007941172075107,Withdrawn
39655,98,2.9696969696969697,8,0,4.967803030303029,5,forumng,9,5.777777777777778,122,174,131.1542288557214,0.022743437639790393,Distinction
39660,34,3.4,10,0,7.155555555555556,3,homepage,7,2.857142857142857,124,144,45.50248756218906,0.07867608881466227,Fail
39882,248,5.767441860465116,60,0,120.8970099667774,7,oucontent,8,4.5,121,157,331.9004975124378,0.04433595821889043,Withdrawn
39882,248,5.767441860465116,60,0,120.8970099667774,7,oucontent,8,4.5,121,157,331.9004975124378,0.04433595821889043,Pass
40184,533,3.2699386503067487,24,0,13.346436415966066,8,forumng,34,1.8235294117647058,131,193,713.318407960199,0.006854179154958502,Distinction
40419,122,4.6923076923076925,25,0,36.541538461538465,7,subpage,6,8.833333333333334,138,191,163.273631840796,0.049548850465714084,Withdrawn
40419,122,4.6923076923076925,25,0,36.541538461538465,7,subpage,6,8.833333333333334,138,191,163.273631840796,0.049548850465714084,Pass
40563,130,2.6530612244897958,18,0,11.856292517006802,7,subpage,9,5.333333333333333,132,180,173.98009950248758,0.026486898086357506,Pass
40604,16,1.4545454545454546,3,0,0.4727272727272728,4,homepage,5,1.8,152,161,21.412935323383085,0.04297197818452054,Pass
40878,392,4.041237113402062,54,0,61.76911512027493,11,oucontent,19,3.4210526315789473,135,200,524.6169154228857,0.020049318863818798,Distinction
41060,69,1.8157894736842106,6,0,1.3435277382645803,8,subpage,4,6.5,144,170,92.34328358208955,0.016798644051813767,Fail
41414,360,5.454545454545454,30,0,46.159440559440576,7,oucontent,19,2.736842105263158,128,180,481.7910447761194,0.018872427581929932,Pass
41547,300,5.454545454545454,31,0,55.32659932659934,6,oucontent,17,3.0,136,187,401.4925373134329,0.024793950724274875,Pass
42552,1747,5.153392330383481,65,0,82.2190047302368,13,oucontent,36,1.5833333333333333,143,200,2338.0248756218907,0.0051903088655131015,Pass
42616,1572,4.530259365994237,69,0,85.61396611750597,11,forumng,46,1.434782608695652,135,201,2103.820895522388,0.005885993342293312,Pass
42638,3002,3.738480697384807,72,0,29.03875429732024,9,forumng,69,1.1594202898550725,121,201,4017.6019900497513,0.001795057245828375,Pass
42638,3002,3.738480697384807,72,0,29.03875429732024,9,forumng,69,1.1594202898550725,121,201,4017.6019900497513,0.001795057245828375,Pass
42668,648,3.9036144578313254,64,0,54.41489594742606,11,oucontent,27,2.111111111111111,121,178,867.223880597015,0.011383711889558421,Pass
42746,2909,3.9794801641586868,57,0,37.43656466090739,15,forumng,65,1.2307692307692308,121,201,3893.1393034825874,0.0021033147785989195,Distinction
42746,2909,3.9794801641586868,57,0,37.43656466090739,15,forumng,65,1.2307692307692308,121,201,3893.1393034825874,0.0021033147785989195,Distinction
43273,368,4.0,42,0,44.76923076923077,7,oucontent,24,2.4583333333333335,121,180,492.497512437811,0.018182014404667754,Pass
43284,109,1.981818181818182,7,0,2.203367003367003,9,subpage,11,4.7272727272727275,121,173,145.87562189054728,0.013618112661296717,Withdrawn
43430,2229,5.195804195804196,82,0,66.2139075877394,13,oucontent,46,1.2826086956521738,121,180,2983.089552238806,0.003650602448065265,Pass
43564,728,4.666666666666667,71,0,51.25591397849461,8,oucontent,23,2.739130434782609,138,201,974.2885572139304,0.00983423567293658,Pass
45423,1409,6.021367521367521,86,0,133.5488976926745,11,subpage,25,2.48,138,200,1885.676616915423,0.008201799733623373,Fail
45462,342,3.6382978723404253,27,0,20.620452985586823,5,oucontent,25,2.48,136,198,457.70149253731347,0.01327770436766398,Pass
45642,251,3.535211267605634,46,0,42.39517102615694,5,oucontent,20,2.9,137,195,335.9154228855722,0.025940866239044433,Pass
45664,191,3.0317460317460316,35,0,28.998975934459825,9,subpage,12,3.8333333333333335,121,167,255.6169154228856,0.028194082325637124,Withdrawn
45664,191,3.0317460317460316,35,0,28.998975934459825,9,subpage,12,3.8333333333333335,121,167,255.6169154228856,0.028194082325637124,Pass
46016,1,1.0,1,0,,1,homepage,1,0.0,190,190,1.3383084577114428,,Withdrawn
46148,1215,4.899193548387097,65,0,73.62137586522138,11,oucontent,32,1.78125,122,179,1626.044776119403,0.007061967048507022,Pass
46605,431,2.745222929936306,63,0,25.75518536665034,6,forumng,45,1.3111111111111111,121,180,576.8109452736319,0.011774841499268343,Distinction
46705,228,2.961038961038961,72,0,72.24846206425154,4,resource,13,3.923076923076923,141,192,305.13432835820896,0.0372803049680256,Fail
46753,177,3.4038461538461537,14,0,9.539592760180996,7,subpage,11,2.8181818181818183,127,158,236.88059701492537,0.017449848119846036,Pass
46844,26,1.625,3,0,0.65,5,forumng,6,9.5,143,200,34.79601990049751,0.031008683647302117,Pass
47061,51,3.923076923076923,14,0,16.076923076923073,3,oucontent,3,3.6666666666666665,157,168,68.25373134328359,0.07861968343844433,Pass
47063,5,1.6666666666666667,3,0,1.3333333333333335,1,homepage,3,4.666666666666667,135,149,6.691542288557215,0.23094010767585033,Withdrawn
47861,1722,6.5227272727272725,170,0,215.78655375043203,11,forumng,43,1.5348837209302326,135,201,2304.5671641791046,0.008530589473289139,Pass
48040,280,2.0588235294117645,28,0,8.174291938997824,8,homepage,34,1.9411764705882353,135,201,374.726368159204,0.010210970952526483,Pass
48152,104,4.16,16,0,15.389999999999999,7,homepage,7,4.857142857142857,149,183,139.18407960199005,0.037721240857563516,Pass
48503,50,2.9411764705882355,7,0,4.8088235294117645,4,quiz,5,12.8,136,200,66.91542288557214,0.043858059826726324,Pass
48635,1372,5.813559322033898,148,0,168.0672196177425,14,oucontent,40,1.45,121,179,1836.1592039800996,0.009449033666572015,Withdrawn
48635,1372,5.813559322033898,148,0,168.0672196177425,14,oucontent,40,1.45,121,179,1836.1592039800996,0.009449033666572015,Pass
49119,383,3.9081632653061225,45,0,59.28013885966759,6,quiz,21,2.761904761904762,121,179,512.5721393034826,0.02010276668298907,Distinction
49119,383,3.9081632653061225,45,0,59.28013885966759,6,quiz,21,2.761904761904762,121,179,512.5721393034826,0.02010276668298907,Withdrawn
49123,574,5.917525773195877,47,0,75.26396048109967,6,forumng,25,2.28,121,178,768.1890547263682,0.015114077383074269,Pass
50069,90,2.1951219512195124,8,0,3.110975609756097,6,resource,5,4.6,128,151,120.44776119402985,0.019597731065938512,Fail
50263,1651,5.08,65,0,79.66641975308643,9,oucontent,44,1.2727272727272727,121,177,2209.547263681592,0.005406180937362162,Withdrawn
50263,1651,5.08,65,0,79.66641975308643,9,oucontent,44,1.2727272727272727,121,177,2209.547263681592,0.005406180937362162,Pass
50476,163,3.26,14,0,9.91061224489796,6,forumng,11,5.181818181818182,121,178,218.14427860696517,0.019313573553609003,Distinction
50487,1368,6.874371859296482,346,0,676.4740368509213,13,oucontent,25,2.64,135,201,1830.8059701492539,0.019012510596278807,Pass
50993,17,2.4285714285714284,7,0,4.619047619047619,2,quiz,3,13.333333333333334,131,171,22.75124378109453,0.12642335122013174,Fail
51030,253,2.2589285714285716,18,0,7.022442084942084,9,subpage,17,3.0,128,179,338.59203980099505,0.010474265109122735,Pass
51033,83,1.5660377358490567,4,0,0.9426705370101597,6,subpage,9,6.666666666666667,134,194,111.07960199004975,0.01169773757835455,Pass
51153,85,1.7708333333333333,8,0,1.499556737588652,6,homepage,13,4.923076923076923,132,196,113.75621890547264,0.014406634081165605,Pass
51163,120,1.8461538461538463,9,0,2.1009615384615383,8,subpage,13,4.769230769230769,132,194,160.59701492537314,0.012078911657827738,Pass
51485,611,5.049586776859504,53,0,73.54752066115698,11,oucontent,19,3.1052631578947367,140,199,817.7064676616916,0.014035982181932695,Distinction
51576,1588,7.561904761904762,129,0,248.92677147414003,10,forumng,24,2.3333333333333335,135,191,2125.233830845771,0.009935398824183851,Withdrawn
51576,1588,7.561904761904762,129,0,248.92677147414003,10,forumng,24,2.3333333333333335,135,191,2125.233830845771,0.009935398824183851,Withdrawn
51576,1588,7.561904761904762,129,0,248.92677147414003,10,forumng,24,2.3333333333333335,135,191,2125.233830845771,0.009935398824183851,Distinction
51955,49,1.4411764705882353,3,0,0.43582887700534756,4,subpage,8,7.875,132,195,65.5771144278607,0.013472925895927211,Fail
52014,111,4.269230769230769,48,0,89.4846153846154,8,homepage,11,3.909090909090909,130,173,148.55223880597015,0.08522189934305027,Fail
52130,405,2.7,13,0,4.949664429530201,7,oucontent,31,2.032258064516129,136,199,542.0149253731344,0.005493294150606617,Pass
52702,72,4.235294117647059,18,0,20.191176470588236,3,quiz,4,8.75,142,177,96.35820895522389,0.06240915692872985,Pass
52765,596,3.3863636363636362,18,0,9.7812987012987,7,oucontent,35,1.7714285714285714,135,197,797.6318407960199,0.005247494608676184,Pass
52797,307,3.3369565217391304,22,0,15.192904921165793,9,forumng,18,3.5,138,201,410.860696517413,0.012696442042519598,Pass
52899,266,3.2439024390243905,20,0,12.01385124962361,7,homepage,32,2.0625,135,201,355.9900497512438,0.013030452233926933,Withdrawn
52899,266,3.2439024390243905,20,0,12.01385124962361,7,homepage,32,2.0625,135,201,355.9900497512438,0.013030452233926933,Pass
53025,847,3.361111111111111,16,0,8.279437804338196,6,forumng,37,1.6756756756756757,136,198,1133.547263681592,0.003397167915088776,Pass
53136,1219,4.465201465201465,59,0,48.20558608058609,8,oucontent,34,1.7352941176470589,121,180,1631.398009950249,0.005695672087620124,Pass
53166,578,6.64367816091954,62,0,164.18551189521523,7,subpage,12,5.0,139,199,773.542288557214,0.02216866686918411,Pass
53300,435,3.849557522123894,110,0,119.96823640960808,6,quiz,29,2.2758620689655173,135,201,582.1641791044776,0.025179313221235403,Distinction
53488,323,3.1666666666666665,63,0,43.98184818481847,9,forumng,20,2.55,123,174,432.27363184079604,0.02053213992265287,Pass
53632,129,2.63265306122449,15,0,8.070578231292517,7,subpage,13,2.769230769230769,122,158,172.64179104477614,0.022022297007542223,Withdrawn
53632,129,2.63265306122449,15,0,8.070578231292517,7,subpage,13,2.769230769230769,122,158,172.64179104477614,0.022022297007542223,Fail
53709,452,4.304761904761905,80,0,97.19468864468867,7,subpage,17,3.411764705882353,121,179,604.9154228855722,0.0218113643047662,Withdrawn
53709,452,4.304761904761905,80,0,97.19468864468867,7,subpage,17,3.411764705882353,121,179,604.9154228855722,0.0218113643047662,Pass
54062,397,4.563218390804598,35,0,41.76049184709971,9,ouwiki,18,3.6666666666666665,135,201,531.3084577114428,0.01627767210116704,Withdrawn
54062,397,4.563218390804598,35,0,41.76049184709971,9,ouwiki,18,3.6666666666666665,135,201,531.3084577114428,0.01627767210116704,Distinction
54810,147,2.7222222222222223,19,0,11.977987421383649,6,subpage,17,3.7058823529411766,133,196,196.7313432835821,0.023543693297168943,Withdrawn
54810,147,2.7222222222222223,19,0,11.977987421383649,6,subpage,17,3.7058823529411766,133,196,196.7313432835821,0.023543693297168943,Pass
54882,53,4.818181818181818,18,0,29.163636363636364,4,homepage,4,10.75,136,179,70.93034825870647,0.10189314509132828,Fail
55026,62,2.1379310344827585,9,0,4.051724137931035,5,resource,13,4.230769230769231,138,193,82.97512437810946,0.03246595967229426,Pass
55104,195,2.6,14,0,6.5945945945945965,5,oucontent,15,4.2,138,201,260.97014925373134,0.013169201408421018,Pass
55450,223,4.551020408163265,45,0,72.04421768707483,8,oucontent,8,5.125,124,165,298.44278606965173,0.0380622714193709,Fail
55968,4,2.0,3,0,2.0,1,homepage,2,4.0,123,131,5.353233830845771,0.3535533905932738,Fail
56637,874,4.027649769585254,62,0,36.508491210104104,12,forumng,36,1.75,135,198,1169.681592039801,0.006913301697345419,Distinction
56667,77,4.8125,27,0,58.02916666666667,4,oucontent,2,0.5,148,149,103.0497512437811,0.098931009748926,Fail
56789,50,2.7777777777777777,18,0,17.006535947712422,8,homepage,4,3.0,153,165,66.91542288557214,0.08247796299063749,Pass
57079,212,2.789473684210526,28,0,13.421754385964912,7,forumng,14,3.0,136,178,283.7213930348259,0.017280996515142207,Fail
57227,190,2.6027397260273974,9,0,3.8538812785388123,6,forumng,22,2.8636363636363638,131,194,254.27860696517413,0.010332265680234307,Pass
57285,185,5.138888888888889,28,0,39.72301587301587,9,oucontent,3,1.0,148,151,247.58706467661693,0.034068214933444585,Pass
57340,263,4.174603174603175,43,0,60.11418330773169,5,quiz,13,4.230769230769231,123,178,351.97512437810946,0.029480356235555748,Pass
57506,142,2.21875,11,0,4.586309523809524,5,oucontent,19,3.3157894736842106,137,200,190.03980099502488,0.015081458253414042,Pass
57818,1035,3.2445141065830723,61,0,36.17901855247335,8,subpage,43,1.4186046511627908,131,192,1385.1492537313434,0.005811497306846875,Pass
57844,382,4.292134831460674,55,0,73.00459652706844,7,oucontent,13,4.0,140,192,511.2338308457712,0.022367206105978883,Pass
58071,544,5.494949494949495,44,0,48.82395382395383,5,oucontent,26,2.3461538461538463,137,198,728.039800995025,0.012844510952666349,Pass
58089,4,1.3333333333333333,2,0,0.33333333333333337,2,forumng,1,0.0,138,138,5.353233830845771,0.14433756729740646,Fail
58316,244,3.0123456790123457,17,0,9.587345679012344,7,oucontent,17,3.6470588235294117,137,199,326.547263681592,0.012689934103715581,Pass
58549,646,5.767857142857143,60,0,120.41409266409266,11,oucontent,15,3.933333333333333,121,180,864.5472636815921,0.01698658750845461,Distinction
58617,111,3.46875,21,0,16.773185483870968,6,forumng,9,5.0,124,169,148.55223880597015,0.036896468144895944,Fail
58640,381,3.1487603305785123,49,0,42.911019283746555,8,forumng,27,2.4444444444444446,135,201,509.8955223880597,0.017193307860163758,Pass
58653,117,4.333333333333333,27,0,44.153846153846146,5,oucontent,7,7.857142857142857,138,193,156.5820895522388,0.056793470527269456,Pass
58731,45,1.1538461538461537,3,0,0.23886639676113383,5,resource,8,6.875,139,194,60.223880597014926,0.01086088000347774,Pass
58873,344,2.7301587301587302,11,0,4.550603174603174,6,oucontent,30,2.1666666666666665,135,200,460.37810945273634,0.0062012043092804035,Pass
58884,1495,4.0625,67,0,47.70997956403266,12,subpage,49,1.2244897959183674,136,196,2000.7711442786072,0.004620228158138497,Distinction
59185,87,2.71875,11,0,5.628024193548386,6,forumng,5,4.0,154,174,116.43283582089553,0.027268341556737668,Pass
59272,499,7.5606060606060606,54,0,113.48088578088579,6,oucontent,14,4.5,133,196,667.81592039801,0.021348177883381742,Pass
59275,44,3.6666666666666665,16,0,18.60606060606061,5,subpage,2,1.0,163,165,58.885572139303484,0.09803350700074959,Fail
59370,474,3.0191082802547773,22,0,9.416299199738688,6,forumng,41,1.5365853658536586,132,195,634.3582089552239,0.006473837338560594,Pass
59725,82,2.2162162162162162,7,0,2.840840840840841,6,forumng,11,4.0,121,165,109.74129353233832,0.02055462694871206,Distinction
60135,410,2.9078014184397163,63,0,35.38429584599797,8,subpage,21,1.5714285714285714,137,170,548.7064676616916,0.014508463518185669,Pass
60162,158,3.6744186046511627,23,0,23.17718715393134,6,oucontent,5,5.6,152,180,211.45273631840797,0.030470057717670827,Pass
60405,348,4.461538461538462,40,0,44.25174825174826,7,oucontent,16,3.5625,134,191,465.73134328358213,0.019115513658549983,Distinction
60416,879,3.8552631578947367,36,0,17.146359842337134,8,forumng,52,1.0961538461538463,118,175,1176.3731343283582,0.004710826308984965,Pass
60809,1423,4.958188153310105,58,0,58.58565824419482,9,ouwiki,52,1.1538461538461537,135,195,1904.4129353233832,0.005378866392601645,Pass
60809,1423,4.958188153310105,58,0,58.58565824419482,9,ouwiki,52,1.1538461538461537,135,195,1904.4129353233832,0.005378866392601645,Pass
60830,292,3.4761904761904763,26,0,18.878944348823865,8,forumng,22,2.5454545454545454,119,175,390.7860696517413,0.014880105202302176,Pass
61227,1064,3.8550724637681157,66,0,46.335283267457186,7,quiz,34,1.8529411764705883,137,200,1423.9601990049753,0.00639755875664887,Pass
61911,73,3.3181818181818183,15,0,14.227272727272728,7,oucontent,5,7.6,121,159,97.69651741293532,0.051669941309401606,Fail
62034,407,2.787671232876712,22,0,9.258053849787435,7,ouwiki,19,2.8947368421052633,145,200,544.6915422885572,0.007475933714536891,Pass
62155,456,3.1232876712328768,11,0,6.205384978743506,6,oucontent,27,2.2222222222222223,138,198,610.2686567164179,0.005462853102317781,Pass
